year	uid	title	author	presenter	country	affiliation
2018	328	Generalized information criterion  in high-dimensional model selection	Michal Frej	0	Poland	University of Warsaw
2018	328	Generalized information criterion  in high-dimensional model selection	Wojciech Rejchel	0	Poland	University of Warsaw
2018	328	Generalized information criterion  in high-dimensional model selection	Jan Mielniczuk	0	Poland	Institute of Computer Science Polish Academy of Sciences
2018	348	A power analysis for Knockoffs with lasso statistics	Asaf Weinstein	1	United States	Stanford University
2018	348	A power analysis for Knockoffs with lasso statistics	Rina Foygel Barber	0	United States	University of Chicago
2018	348	A power analysis for Knockoffs with lasso statistics	Emmanuel Candes	0	United States	Stanford
2018	415	Weeding out early false discoveries along the lasso path via knockoffs	Malgorzata Bogdan	1	Poland	University of Wroclaw
2018	415	Weeding out early false discoveries along the lasso path via knockoffs	Weijie Su	0	United States	University of Pennsylvania
2018	415	Weeding out early false discoveries along the lasso path via knockoffs	Asaf Weinstein	0	United States	Stanford University
2018	415	Weeding out early false discoveries along the lasso path via knockoffs	Emmanuel Candes	0	United States	Stanford
2018	225	Bayesian two-part model for semicontinuous data with latent variables	Xiaoqing Wang	1	Hong Kong	The Chinese University of Hong Kong
2018	225	Bayesian two-part model for semicontinuous data with latent variables	Xinyuan Song	0	Hong Kong	Chinese University of Hong Kong
2018	266	Cox regression with Potts-driven latent clusters	Alejandro Murua	1	Canada	University of Montreal
2018	266	Cox regression with Potts-driven latent clusters	Danae Martinez-Vargas	0	Canada	Universite de Montreal
2018	156	Scalar on image regression with nonignorable missing data	Xinyuan Song	1	Hong Kong	Chinese University of Hong Kong
2018	268	Ampliclust: A fully probabilistic model-based approach denoising Illumina amplicon data	Karin Dorman	1	United States	Iowa State University
2018	268	Ampliclust: A fully probabilistic model-based approach denoising Illumina amplicon data	Xiyu Peng	0	United States	Iowa State University
2018	176	Estimating a Poisson autoregressive model with the backfitting algorithm	Paolo Victor Redondo	1	Philippines	University of the Philippines Diliman
2018	176	Estimating a Poisson autoregressive model with the backfitting algorithm	Erniel Barrios	0	Philippines	University of the Philippines
2018	176	Estimating a Poisson autoregressive model with the backfitting algorithm	Joseph Ryan Lansangan	0	Philippines	University of the Philippines
2018	188	Controlling the false discovery rate for discrete data: New results and computational tools	Sebastian Doehler	1	Germany	Darmstadt University of Applied Science
2018	188	Controlling the false discovery rate for discrete data: New results and computational tools	Etienne Roquain	0	France	University Pierre et Marie Curie
2018	188	Controlling the false discovery rate for discrete data: New results and computational tools	Guillermo Durand	0	France	Universite Pierre et Marie Curie
2018	178	A family of the adjusted estimators maximizing the asymptotic predictive expected log-likelihood	Haruhiko Ogasawara	1	Japan	Otaru University of Commerce
2018	265	Reliability analysis  of switching parameters in resistive random access memories	Christian Acal	1	Spain	University of   Granada
2018	265	Reliability analysis  of switching parameters in resistive random access memories	Juan Eloy Ruiz-Castro	0	Spain	University of Granada
2018	265	Reliability analysis  of switching parameters in resistive random access memories	Ana Maria Aguilera	0	Spain	University of Granada
2018	265	Reliability analysis  of switching parameters in resistive random access memories	Francisco Jimenez-Molinos	0	Spain	University of Granada
2018	265	Reliability analysis  of switching parameters in resistive random access memories	Juan Bautista Roldan 	0	Spain	University of Granada
2018	270	High-dimensional GMANOVA test	Takayuki Yamada	1	Japan	Kagoshima university
2018	270	High-dimensional GMANOVA test	Tetsuto Himeno	0	Japan	Shiga university
2018	362	Website and text classification using natural language processing	Martin Wood	1	United Kingdom	Office for National Statistics
2018	372	Kronecker-type products useful in constructions of non-orthogonal split-plot x split-block designs	Iwona Mejza	1	Poland	Poznan University of Life Sciences
2018	372	Kronecker-type products useful in constructions of non-orthogonal split-plot x split-block designs	Katarzyna Ambrozy-Deregowska	0	Poland	Poznan University of Life Sciences
2018	391	The multivariate statistic based on combining the t test and Wilcoxon test	Masato Kitani	1	Japan	Tokyo University of Science
2018	391	The multivariate statistic based on combining the t test and Wilcoxon test	Hidetoshi Murakami	0	Japan	Tokyo University of Science
2018	392	A new scale estimator based on the kernel density estimator with ranked set sampling	Hikaru Yamaguchi	1	Japan	Tokyo University of Science
2018	392	A new scale estimator based on the kernel density estimator with ranked set sampling	Hidetoshi Murakami	0	Japan	Tokyo University of Science
2018	393	The multivariate rank tests based on the likelihood ratio	Soshi Kawada	1	Japan	Tokyo University of Science
2018	393	The multivariate rank tests based on the likelihood ratio	Hidetoshi Murakami	0	Japan	Tokyo University of Science
2018	408	An extended block restricted isometry property for sparse recovery with non-Gaussian noise	Klara Leffler	1	Sweden	Umea University
2018	408	An extended block restricted isometry property for sparse recovery with non-Gaussian noise	Zhiyong Zhou	0	Sweden	Umea University
2018	408	An extended block restricted isometry property for sparse recovery with non-Gaussian noise	Jun Yu	0	Sweden	Umea University
2018	430	A maximum likelihood estimation of Brun's constant under the twin primes distribution	Ryuichi Sawae	1	Japan	Okayama University of Science
2018	430	A maximum likelihood estimation of Brun's constant under the twin primes distribution	Daisuke Ishii	0	Japan	Okayama University of Science
2018	432	Conditional skewness and kurtosis in the good and bad times	Lukas Fryd	1	Czech Republic	University of Economics, Prague
2018	443	Empirical comparison of some automatic ARIMA modeling	Dedi Rosadi	1	Indonesia	Universitas Gadjah Mada
2018	445	Fusion learning and confederate inference	Peter Song	1	United States	University of Michigan
2018	448	Uncertainty quantification of treatment regime in precision medicine by confidence distributions	Min-ge Xie	1	United States	Rutgers University
2018	449	Tracking functional data by nonparametric tolerance tubes	Regina Liu	1	United States	Rutgers University
2018	276	On the performance of distance-based approaches for clustering mixed-type data	Angelos Markos	1	Greece	Democritus University Of Thrace
2018	276	On the performance of distance-based approaches for clustering mixed-type data	Odysseas Moschidis	0	Greece	University of Macedonia
2018	276	On the performance of distance-based approaches for clustering mixed-type data	George Menexes	0	Greece	Aristotle University of Thrace
2018	276	On the performance of distance-based approaches for clustering mixed-type data	Theodoros Chatzipantelis	0	Greece	Research Committee, Aristotle University Thessaloniki
2018	243	A clustering method proposition for mixed type data	Odysseas Moschidis	1	Greece	University of Macedonia
2018	243	A clustering method proposition for mixed type data	Theodoros Chatzipantelis	0	Greece	Research Committee, Aristotle University Thessaloniki
2018	426	Missing data imputation problems may occur when dealing with categorical data	Francesco Palumbo	1	Italy	University of Naples Federico II
2018	426	Missing data imputation problems may occur when dealing with categorical data	Alfonso Iodice D Enza	0	Italy	Universita di Cassino e del Lazio Meridionale
2018	426	Missing data imputation problems may occur when dealing with categorical data	Angelos Markos	0	Greece	Democritus University Of Thrace
2018	263	A new criterion for forming compact groups in hierarchical clustering	Dimitrios Karapistolis	1	Greece	Retired
2018	263	A new criterion for forming compact groups in hierarchical clustering	Theodoros Chatzipantelis	0	Greece	Research Committee, Aristotle University Thessaloniki
2018	245	A new visualization of the results of the correspondence analysis with R programming	Stratos Moschidis	1	Greece	Hellenic Statistical Authority
2018	245	A new visualization of the results of the correspondence analysis with R programming	Athanasios Thanopoulos	0	Greece	Hellenic Statistical Authority
2018	306	Optimal designs for complex problems	Weng Kee Wong	1	United States	UCLA
2018	226	Optimal designs for dose response curves with common parameters	Kirsten Schorning	1	Germany	Ruhr-University Bochum, Faculty of Mathematics
2018	226	Optimal designs for dose response curves with common parameters	Holger Dette	0	Germany	Ruhr-Universitaet Bochum
2018	226	Optimal designs for dose response curves with common parameters	Bjoern Bornkamp	0	Switzerland	Novartis Pharma AG
2018	226	Optimal designs for dose response curves with common parameters	Chrystel Feller	0	Switzerland	Novartis Pharma AG
2018	226	Optimal designs for dose response curves with common parameters	Georgina Bermann	0	Switzerland	Novartis Pharma AG
2018	250	Minimax optimum design for choosing between models for enzyme inhibition	Ellinor Fackle-Fornius	1	Sweden	Department of Statistics
2018	211	Optimal item calibration for computerized achievement tests	Mahmood UL-Hassan	1	Sweden	Stockholm University
2018	211	Optimal item calibration for computerized achievement tests	Frank Miller	0	Sweden	Stockholm University
2018	357	Optimal experimental design that minimizes the width of simultaneous confidence bands	Satoshi Kuriki	1	Japan	The Institute of Statistical Mathematics
2018	357	Optimal experimental design that minimizes the width of simultaneous confidence bands	Henry Wynn	0	United Kingdom	London School of Economics
2018	210	An efficient analysis on the network coverage via dominating centrality sets	Frederick Kin Hing Phoa	1	Taiwan	Academia Sinica
2018	253	A study of the article citation network in statistics research community	LinHsuan Chang	1	Taiwan	SOKENDAI
2018	253	A study of the article citation network in statistics research community	Junji Nakano	0	Japan	The Institute of Statistical Mathematics
2018	253	A study of the article citation network in statistics research community	Frederick Kin Hing Phoa	0	Taiwan	Academia Sinica
2018	238	Author name identification using a Dirichlet-multinomial regression topic model	Tomokazu Fujino	1	Japan	Fukuoka Women University
2018	238	Author name identification using a Dirichlet-multinomial regression topic model	Keisuke Honda	0	Japan	The Institute of Statistical Mathematics
2018	238	Author name identification using a Dirichlet-multinomial regression topic model	Hiroka Hamada	0	Japan	The Institute of Statistical Mathematics
2018	247	A development of new metric on graph data using stochastic block model and pointwise mutual information	Hiroka Hamada	1	Japan	The Institute of Statistical Mathematics
2018	247	A development of new metric on graph data using stochastic block model and pointwise mutual information	Mio Takei	0	Japan	The Institute of Statistical Mathematics
2018	247	A development of new metric on graph data using stochastic block model and pointwise mutual information	Keisuke Honda	0	Japan	The Institute of Statistical Mathematics
2018	235	Understanding research trends based on paper abstracts using topic modeling	Mio Takei	1	Japan	The Institute of Statistical Mathematics
2018	235	Understanding research trends based on paper abstracts using topic modeling	Tomokazu Fujino	0	Japan	Fukuoka Women University
2018	235	Understanding research trends based on paper abstracts using topic modeling	Keisuke Honda	0	Japan	The Institute of Statistical Mathematics
2018	235	Understanding research trends based on paper abstracts using topic modeling	Junji Nakano	0	Japan	The Institute of Statistical Mathematics
2018	459	Collaborative research among different research fields to induce innovation	Yuji Mizukami	1	Japan	Nihon University
2018	459	Collaborative research among different research fields to induce innovation	Keisuke Honda	0	Japan	The Institute of Statistical Mathematics
2018	459	Collaborative research among different research fields to induce innovation	Frederick Kin Hing Phoa	0	Taiwan	Academia Sinica
2018	459	Collaborative research among different research fields to induce innovation	Junji Nakano	0	Japan	The Institute of Statistical Mathematics
2018	189	A linear time method for the detection of point and collective anomalies	Alexander Fisch	1	United Kingdom	Lancaster University
2018	189	A linear time method for the detection of point and collective anomalies	Idris Eckley	0	United Kingdom	Lancaster University
2018	189	A linear time method for the detection of point and collective anomalies	Paul Fearnhead	0	United Kingdom	Lancaster University
2018	349	Recursive estimation of multivariate GARCH models	Tomas Cipra	1	Czech Republic	Charles University, Prague
2018	429	High-frequency volatility: Online and stream estimation perspective	Vladimir Holy	1	Czech Republic	University of Economics, Prague
2018	438	Generalized autoregressive score models for conditional quantiles	Petra Tomanova	1	Czech Republic	University of Economics, Prague
2018	416	Spatial and spatiotemporal ARCH-type models	Philipp Otto	1	Germany	Leibniz University Hannover
2018	379	Statistical methods to study consistency between declared and measured values on waste packages	Luan Jaupi	1	France	CNAM
2018	230	Costing system for nursing homes: A Portuguese case	Ines Lopes	1	Portugal	ISCTE - IUL
2018	230	Costing system for nursing homes: A Portuguese case	Abdul Suleman	0	Portugal	Instituto Universitario de Lisboa ISCTE-IUL BRU Lisboa Portugal
2018	230	Costing system for nursing homes: A Portuguese case	Dalia Nogueira	0	Portugal	ISCTE-IUL
2018	230	Costing system for nursing homes: A Portuguese case	Elizabeth Reis	0	Portugal	ISCTE-IUL
2018	399	Probabilistic forecasting of retail sales: A quantile regression approach	Mikhail Zhelonkin	1	Netherlands	Erasmus University Rotterdam
2018	378	Dynamic prediction of propensity to purchase by landmark modelling	Ilan Fridman Rojas	1	United Kingdom	Profusion Media Ltd
2018	378	Dynamic prediction of propensity to purchase by landmark modelling	Aris Perperoglou	0	United Kingdom	University of Essex
2018	378	Dynamic prediction of propensity to purchase by landmark modelling	Berthold Lausen	0	Germany	Friedrich-Alexander-University of Erlangen-Nuremberg
2018	378	Dynamic prediction of propensity to purchase by landmark modelling	Henrik Nordmark	0	United Kingdom	Profusion
2018	174	Analysis of water-peptide dynamics using pair-copulas	Jutharath Voraprateep	1	Thailand	Ramkhamhaeng University
2018	171	Combined analysis of misaligned data using Gaussian fields and the stochastic partial differential equation approach	Paula Moraga	1	United Kingdom	Lancaster University
2018	254	Age, time, and gender-specific share component models to predict cancer incidence when mortality is known	Jaione Etxeberria	1	Spain	Public University of Navarre
2018	254	Age, time, and gender-specific share component models to predict cancer incidence when mortality is known	Tomas Goicoa	0	Spain	Universidad Publica de Navarra
2018	254	Age, time, and gender-specific share component models to predict cancer incidence when mortality is known	Maria Dolores Ugarte	0	Spain	Universidad Publica de Navarra
2018	232	The Mellin transform as a tool for prior elicitation in disease mapping	Fedele Greco	1	Italy	University of Bologna
2018	232	The Mellin transform as a tool for prior elicitation in disease mapping	Linda Altieri	0	Italy	University of Bologna
2018	232	The Mellin transform as a tool for prior elicitation in disease mapping	Carlo Trivisano	0	Italy	University of Bologna
2018	290	On multivariate CAR models for multivariate disease mapping: The state of the art	Ying C MacNab	1	Canada	University of British Columbia
2018	350	Conditional autoregressive models for disconnected graph	Anna Freni Sterrantino	1	United Kingdom	Imperial College London
2018	350	Conditional autoregressive models for disconnected graph	Haavard Rue	0	Saudi Arabia	KAUST
2018	350	Conditional autoregressive models for disconnected graph	Massimo Ventrucci	0	Italy	University of Bologna
2018	317	Visualization of disaster information over time by using disaster information extraction from Twitter	Yoshiro Yamamoto	1	Japan	Tokai Univeristy
2018	317	Visualization of disaster information over time by using disaster information extraction from Twitter	Takamitsu Funayama	0	Japan	Tokai University
2018	317	Visualization of disaster information over time by using disaster information extraction from Twitter	Osamu Uchida	0	Japan	Tohoku University
2018	288	Visualization and spatial statistics for spatial data that contribute to comprehensive suicide countermeasures in Japan	Takafumi Kubota	1	Japan	Tama University
2018	288	Visualization and spatial statistics for spatial data that contribute to comprehensive suicide countermeasures in Japan	Marina Ishikawa	0	Japan	JR Shikoku Information Systems
2018	288	Visualization and spatial statistics for spatial data that contribute to comprehensive suicide countermeasures in Japan	Yoshikazu Yamamoto	0	Japan	Tokushima Bunri University
2018	271	Cluster detection for multi-dimensional spatial data based on hierarchical structure	Fumio Ishioka	1	Japan	Okayama University
2018	271	Cluster detection for multi-dimensional spatial data based on hierarchical structure	Koji Kurihara	0	Japan	Okayama University
2018	282	The classification and visualization of trending topics in online word-of-mouth data	Atsuho Nakayama	1	Japan	Tokyo Metropolitan University
2018	296	Clutering in reduced space of high-dimensional binary data	Tadashi Imaizumi	1	Japan	Tama University
2018	216	A proportional hazards model under bivariate censoring and truncation	Marialuisa Restaino	1	Italy	University of Salerno
2018	216	A proportional hazards model under bivariate censoring and truncation	Hongsheng Dai	0	United Kingdom	University of Essex
2018	302	Reliability of particular semi-Markov systems: Modeling and nonparametric estimation	Vlad Barbu	1	France	Universite de Rouen
2018	320	Dependence model for complex deterioration systems	Nuria Caballe Cervigon	1	Spain	University of Extremadura
2018	320	Dependence model for complex deterioration systems	Inma Torres Castro	0	Spain	University of Extremadura
2018	303	On dynamic modelling in reliability theory	Vlad Barbu	1	France	Universite de Rouen
2018	303	On dynamic modelling in reliability theory	Alexandros Karagrigoriou	0	Greece	University of The Aegean
2018	303	On dynamic modelling in reliability theory	Andreas Makrides	0	France	Universite de Rouen
2018	255	MMAPs to model a warm standby multi-state system with loss of units and a general variate number of repairpersons	Mohammed Dawabsha	1	Spain	University of Granada
2018	255	MMAPs to model a warm standby multi-state system with loss of units and a general variate number of repairpersons	Juan Eloy Ruiz-Castro	0	Spain	University of Granada
2018	166	Bias reduction in tail estimation and modelling a full data set	Jan Beirlant	1	Belgium	KULeuven
2018	236	Exponential tilts for heteroscedastic extremes with an application to cryptocurrency markets	Miguel de Carvalho	1	United Kingdom	School of Mathematics, The University of Edinburgh
2018	236	Exponential tilts for heteroscedastic extremes with an application to cryptocurrency markets	Raphael Huser	0	Saudi Arabia	King Abdullah University of Science and Technology
2018	236	Exponential tilts for heteroscedastic extremes with an application to cryptocurrency markets	Rodrigo Rubio	0	Chile	Pontificia Universidad Catolica de Chile
2018	284	Testing the suitability and sensitivity of parameters for a tumor morphology model	Emma Turian	1	United States	Northeastern Illinois University
2018	284	Testing the suitability and sensitivity of parameters for a tumor morphology model	Shuwang Li	0	United States	Illinois Institute of Technology
2018	284	Testing the suitability and sensitivity of parameters for a tumor morphology model	John Lowengrub	0	United States	 Univeristy of California at Irvine
2018	284	Testing the suitability and sensitivity of parameters for a tumor morphology model	Kai Liu	0	United States	 Univeristy of California at Irvine
2018	284	Testing the suitability and sensitivity of parameters for a tumor morphology model	Kara Pham	0	United States	 Fullerton College
2018	336	Tilting maximum Lq-estimation in the block maxima setting	Claudia Neves	1	United Kingdom	University of Reading
2018	218	Semi-parametric estimation of the tail dependence coefficient through generalized means	Ivette Gomes	1	Portugal	FCiencias.ID, Universidade de Lisboa and CEAUL
2018	281	Crucial differences between principal component and factor analyses solutions elucidated by some inequalities	Kohei Adachi	1	Japan	Osaka University
2018	281	Crucial differences between principal component and factor analyses solutions elucidated by some inequalities	Nickolay Trendafilov	0	United Kingdom	Open University
2018	338	Maximum likelihood EM factor analysis of high-dimensional data with the sparsest constraint on loadings	Jingyu Cai	1	Japan	Osaka University
2018	338	Maximum likelihood EM factor analysis of high-dimensional data with the sparsest constraint on loadings	Kohei Adachi	0	Japan	Osaka University
2018	386	Probability of success for regulatory decision-making in a pediatric indication	Aiesha Zia	1	Switzerland	Novartis Pharma
2018	386	Probability of success for regulatory decision-making in a pediatric indication	Simon Wandel	0	Switzerland	Novartis Pharma
2018	386	Probability of success for regulatory decision-making in a pediatric indication	Nathalie Fretault	0	France	Novartis Pharma
2018	386	Probability of success for regulatory decision-making in a pediatric indication	Shantha Rao	0	United States	Novartis Pharma
2018	404	Statistical shape analysis of helices	Mai Alfahad	1	United Kingdom	Leeds university
2018	411	A pseudo-likelihood approach for multivariate meta-analysis of test accuracy studies with multiple thresholds	Duc Khanh To	1	Italy	University of Padova
2018	411	A pseudo-likelihood approach for multivariate meta-analysis of test accuracy studies with multiple thresholds	Annamaria Guolo	0	Italy	University of Padova
2018	334	Efficient Monte Carlo evaluation of resampling-based hypothesis tests	Wing Kam Fung	1	Hong Kong	University of Hong Kong
2018	277	Automatic anomaly detection in jet engines	David Leslie	1	United Kingdom	University of Lancaster
2018	277	Automatic anomaly detection in jet engines	Nicos Pavlidis	0	United Kingdom	Lancaster University
2018	277	Automatic anomaly detection in jet engines	Harjit Hullait	0	United Kingdom	Lancaster University
2018	337	Acceleration of computation for fuzzy c-means clustering	Takatsugu Yoshioka	1	Japan	Okayama University of Science
2018	337	Acceleration of computation for fuzzy c-means clustering	Masahiro Kuroda	0	Japan	Okayama University of Science
2018	337	Acceleration of computation for fuzzy c-means clustering	Yuichi Mori	0	Japan	Okayama University of Science
2018	355	fiberLD: An R package for fiber length determination	Natalya Pya Arnqvist	1	Sweden	Umea University
2018	355	fiberLD: An R package for fiber length determination	Konrad Abramowicz	0	Sweden	Umea University
2018	355	fiberLD: An R package for fiber length determination	Sara Sjostedt de Luna	0	Sweden	Umea University
2018	385	Computing p-values of the Kolmogorov-Smirnov test for (dis)continuous null distribution: R package KSgeneral	Senren Tan	1	United Kingdom	Cass Business School, City, University of London
2018	385	Computing p-values of the Kolmogorov-Smirnov test for (dis)continuous null distribution: R package KSgeneral	Dimitrina Dimitrova	0	United Kingdom	Cass Business School - City - University of London
2018	385	Computing p-values of the Kolmogorov-Smirnov test for (dis)continuous null distribution: R package KSgeneral	Vladimir Kaishev	0	United Kingdom	Cass Business School - City - University of London
2018	209	On modelling multivariate time series of counts	Dimitris Karlis	1	Greece	RC Athens University of Economics and Business
2018	444	Computational tools for count data regression	Christian Kleiber	1	Switzerland	Universitaet Basel
2018	208	Fuzzy clustering of multivariate skew data	Luis Angel Garcia-Escudero	1	Spain	Universidad de Valladolid
2018	208	Fuzzy clustering of multivariate skew data	Francesca Greselin	0	Italy	University of Milano Bicocca
2018	208	Fuzzy clustering of multivariate skew data	Agustin Mayo-Iscar	0	Spain	Universidad de Valladolid
2018	299	Soft clustering-based models	Mika Sato-Ilic	1	Japan	University of Tsukuba
2018	427	A social network analysis of articles on social network analysis	Clement Lee	1	United Kingdom	Newcastle University
2018	427	A social network analysis of articles on social network analysis	Darren Wilkinson	0	United Kingdom	Newcastle University
2018	300	Relational fuzzy clustering to identify non-linear structures	Maria Brigida Ferraro	1	Italy	Sapienza University of Rome
2018	300	Relational fuzzy clustering to identify non-linear structures	Paolo Giordani	0	Italy	Sapienza University of Rome
2018	312	SO-PLS-PM: From multiblock data analysis to path modeling	Rosaria Romano	1	Italy	University of Calabria
2018	312	SO-PLS-PM: From multiblock data analysis to path modeling	Oliver Tomic	0	Norway	Norwegian University of Life Sciences
2018	312	SO-PLS-PM: From multiblock data analysis to path modeling	Kristian H Liland	0	Norway	Norwegian University of Life Sciences
2018	312	SO-PLS-PM: From multiblock data analysis to path modeling	Age Smilde	0	The Netherlands	University of Amsterdam
2018	312	SO-PLS-PM: From multiblock data analysis to path modeling	Tormod Naes	0	Norway	NOFIMA
2018	242	Testing design-oriented auxiliary theories using PLS path modeling	Florian Schuberth	1	Netherlands	University of Twente
2018	242	Testing design-oriented auxiliary theories using PLS path modeling	Joerg Henseler	0	Netherlands	University of Twente
2018	313	A new confindence interval for Cronbachs coefficient alpha	Laura Trinchera	1	France	NEOMA Business School
2018	313	A new confindence interval for Cronbachs coefficient alpha	Nicolas Marie	0	France	Universite Paris Nanterre
2018	313	A new confindence interval for Cronbachs coefficient alpha	George Marcoulides	0	United States	University of California Santa Barbara
2018	308	Identifying firm-level news shocks from financial news media	Julian Ashwin	1	United Kingdom	Nuffield College, University of Oxford
2018	269	Analyzing economic texts using network based topic models	Ryohei Hisano	1	Japan	University of Tokyo
2018	219	Measuring the diffusion of innovations with paragraph vector topic models	David Lenz	1	Germany	Justus-Liebig University Giessen
2018	219	Measuring the diffusion of innovations with paragraph vector topic models	Peter Winker	0	Germany	University of Giessen
2018	333	Using large and heterogeneous sources of sentiment and attention data for predicting stock market volatility	Daniele Ballinari	1	Switzerland	University of St Gallen
2018	333	Using large and heterogeneous sources of sentiment and attention data for predicting stock market volatility	Francesco Audrino	0	Switzerland	University of St Gallen
2018	333	Using large and heterogeneous sources of sentiment and attention data for predicting stock market volatility	Fabio Sigrist	0	Switzerland	Lucerne University of Applied Sciences
2018	173	Joint estimation of multiple penalized graphs using zoom-in/out penalties to map functional brain connectivity	Eugen Pircalabelu	1	Belgium	Université catholique de Louvain
2018	173	Joint estimation of multiple penalized graphs using zoom-in/out penalties to map functional brain connectivity	Gerda Claeskens	0	Belgium	KU Leuven
2018	173	Joint estimation of multiple penalized graphs using zoom-in/out penalties to map functional brain connectivity	Lourens Waldorp	0	Netherlands	University of Amsterdam
2018	364	Normalizations in derived networks	Vladimir Batagelj	1	Slovenia	IMFM
2018	414	Posterior probability SVMs for big data problems	Pedro Duarte Silva	1	Portugal	Universidade Catolica Portuguesa / Porto
2018	437	A new noise-resisting feature-based clustering quality evaluation approach scaling from low to high dimensional data	Jean-Charles Lamirel	1	France	LORIA
2018	360	Gaussian-based visualization of Gaussian and non-Gaussian model-based clustering	Christophe Biernacki	1	France	Inria
2018	360	Gaussian-based visualization of Gaussian and non-Gaussian model-based clustering	Vincent Vandewalle	0	France	Inria
2018	360	Gaussian-based visualization of Gaussian and non-Gaussian model-based clustering	Matthieu Marbac-Lourdelle	0	France	ENSAI and CREST
2018	396	Kernel-estimated nonparametric overlap-based syncytial clustering	Ranjan Maitra	1	United States	Iowa State University
2018	396	Kernel-estimated nonparametric overlap-based syncytial clustering	Israel Almodovar Rivera	0	United States	University of Puerto Rico
2018	367	The role of trimming and variable selection in robust model-based classification for food authenticity studies	Andrea Cappozzo	1	Italy	University of Milano Bicocca
2018	367	The role of trimming and variable selection in robust model-based classification for food authenticity studies	Francesca Greselin	0	Italy	University of Milano Bicocca
2018	367	The role of trimming and variable selection in robust model-based classification for food authenticity studies	Thomas Brendan Murphy	0	Ireland	University College Dublin
2018	272	Statistical issues in cost-effectiveness analysis of medical treatments	Elias Moreno	1	Spain	Universidad de Las Palmas de Gran Canaria
2018	307	An alternative to objective Bayes model selection	Monica Musio	1	Italy	University of Cagliari
2018	307	An alternative to objective Bayes model selection	Philip Dawid	0	United Kingdom	University of Cambridge
2018	257	On Bayesian, confidence distribution and frequentist inference	Erlis Ruli	1	Italy	University of Padova
2018	257	On Bayesian, confidence distribution and frequentist inference	Laura Ventura	0	Italy	University of Padova
2018	453	Tools for robust Bayesian inference	Laura Ventura	1	Italy	University of Padova
2018	453	Tools for robust Bayesian inference	Erlis Ruli	0	Italy	University of Padova
2018	453	Tools for robust Bayesian inference	Nicola Sartori	0	Italy	University of Padova
2018	453	Tools for robust Bayesian inference	Walter Racugno	0	Italy	University of Cagliari
2018	347	Moment distances for comparing high-entropy distributions with application in domain adaptation	Werner Zellinger	1	Austria	Johannes Kepler University Linz
2018	347	Moment distances for comparing high-entropy distributions with application in domain adaptation	Bernhard Moser	0	Austria	Software Competence Center Hagenberg
2018	347	Moment distances for comparing high-entropy distributions with application in domain adaptation	Michael Zwick	0	Austria	Software Competence Center Hagenberg
2018	347	Moment distances for comparing high-entropy distributions with application in domain adaptation	Edwin Lughofer	0	Austria	Johannes Kepler University Linz
2018	347	Moment distances for comparing high-entropy distributions with application in domain adaptation	Thomas Natschlaeger	0	Austria	Software Competence Center Hagenberg
2018	347	Moment distances for comparing high-entropy distributions with application in domain adaptation	Susanne Saminger-Platz	0	Austria	Johannes Kepler University Linz
2018	403	Exploratory data analysis about the optimal number of hidden layers and nodes in deep neural network	Jae Eun Lee	1	Korea, South	Pukyong National University
2018	403	Exploratory data analysis about the optimal number of hidden layers and nodes in deep neural network	Dae-Heung Jang	0	Korea, South	Pukyong National University
2018	420	100+ years of graphs of the Titanic data	Juergen Symanzik	1	United States	Utah State University
2018	420	100+ years of graphs of the Titanic data	Michael Friendly	0	Canada	York University - Psychology Department
2018	420	100+ years of graphs of the Titanic data	Ortac Onder	0	Canada	York University - Schulich School of Business
2018	401	How to teach a machine to read an electrocardiograph	Andreas Kryger Jensen	1	Denmark	University of Copenhagen
2018	401	How to teach a machine to read an electrocardiograph	Thomas Alexander Gerds	0	Denmark	University of Copenhagen
2018	199	Estimation of the fuzzy variance by different approximations of the fuzzy product	Redina Berkachy	1	Switzerland	Applied Statistics And Modelling, University of Fribourg
2018	199	Estimation of the fuzzy variance by different approximations of the fuzzy product	Laurent Donze	0	Switzerland	University of Fribourg
2018	196	Bayesian and frequentist models for extrapolation of event rates for safety and efficacy data in clinical trials	Daniel Bonzo	1	United States	LFB USA
2018	196	Bayesian and frequentist models for extrapolation of event rates for safety and efficacy data in clinical trials	Marek Ancukiewicz	0	United States	LFB-USA
2018	361	A censored generalized linear finite mixture model for the columbia card task	Nienke Dijkstra	1	Netherlands	Erasmus University Rotterdam
2018	361	A censored generalized linear finite mixture model for the columbia card task	Patrick Groenen	0	Netherlands	Erasmus University Rotterdam
2018	361	A censored generalized linear finite mixture model for the columbia card task	Henning Tiemeier	0	United States	Harvard University
2018	175	Semiparametric mixed model for analysis of covariance with high dimensional covariates	Erniel Barrios	1	Philippines	University of the Philippines
2018	175	Semiparametric mixed model for analysis of covariance with high dimensional covariates	Stephen Jun Villejo	0	Philippines	University of the Philippines
2018	175	Semiparametric mixed model for analysis of covariance with high dimensional covariates	Joseph Ryan Lansangan	0	Philippines	University of the Philippines
2018	332	An outlier detection method for high dimensional data with mixed attributes	Kangmo Jung	1	Korea, South	Kunsan National University
2018	304	Fast simulation-based estimation for complex models	Maria-Pia Victoria-Feser	1	Switzerland	University of Geneva
2018	304	Fast simulation-based estimation for complex models	Stephane Guerrier	0	United States	Pennsylvania State University
2018	304	Fast simulation-based estimation for complex models	Samuel Orso	0	Switzerland	University of Geneva
